Subject,Stim,Condition,StimSoundIn1.Filename,SubTrialList.Cycle,SubTrialList.Sample,SubTrialList,phonetic_cons,semantic_trans,frequency,correctRT,log_F(base10),PhonN,,
5,遛,phsl,behavioral_naming-5-1Stim-120.wav,2,80,40,consistent,opaque,63,691,1.799340549,5,,
5,弒,phsl,behavioral_naming-5-1Stim-121.wav,3,81,1,consistent,opaque,18,567,1.255272505,3,,
5,衝,plsh,behavioral_naming-5-1Stim-122.wav,3,82,2,inconsistent,transparent,3949,439,3.596487134,7,,
5,錳,phsh,behavioral_naming-5-1Stim-123.wav,3,83,3,consistent,transparent,718,614,2.856124444,4,,
5,獐,phsl,behavioral_naming-5-1Stim-124.wav,3,84,4,consistent,opaque,83,609,1.919078092,10,,
5,損,plsl,behavioral_naming-5-1Stim-125.wav,3,85,5,inconsistent,opaque,1486,547,3.172018809,6,,
5,孕,plsl,behavioral_naming-5-1Stim-127.wav,3,87,7,inconsistent,opaque,465,1214,2.667452953,4,,
5,脫,plsl,behavioral_naming-5-1Stim-128.wav,3,88,8,inconsistent,opaque,3579,615,3.553761698,7,,
5,編,plsl,behavioral_naming-5-1Stim-129.wav,3,89,9,inconsistent,opaque,6831,474,3.834484285,9,,
5,鉅,phsl,behavioral_naming-5-1Stim-130.wav,3,90,10,consistent,opaque,2346,698,3.370328008,8,,
5,鯨,plsl,behavioral_naming-5-1Stim-131.wav,3,91,11,inconsistent,opaque,837,506,2.922725458,6,,
5,蕾,phsl,behavioral_naming-5-1Stim-132.wav,3,92,12,consistent,opaque,315,853,2.498310554,3,,
5,糕,plsh,behavioral_naming-5-1Stim-133.wav,3,93,13,inconsistent,transparent,373,637,2.571708832,3,,
5,搖,phsh,behavioral_naming-5-1Stim-134.wav,3,94,14,consistent,transparent,1431,567,3.155639634,5,,
5,拂,plsl,behavioral_naming-5-1Stim-135.wav,3,95,15,inconsistent,opaque,86,541,1.934498451,7,,
5,喚,phsh,behavioral_naming-5-1Stim-136.wav,3,96,16,consistent,transparent,438,633,2.641474111,5,,
5,棍,plsl,behavioral_naming-5-1Stim-137.wav,3,97,17,inconsistent,opaque,628,574,2.797959644,7,,
5,鶴,plsh,behavioral_naming-5-1Stim-138.wav,3,98,18,inconsistent,transparent,650,735,2.812913357,3,,
5,概,plsl,behavioral_naming-5-1Stim-140.wav,3,100,20,inconsistent,opaque,1022,901,3.009450896,4,,
5,抵,phsh,behavioral_naming-5-1Stim-141.wav,3,101,21,consistent,transparent,38803,1209,4.588865304,11,,
5,氧,plsh,behavioral_naming-5-1Stim-142.wav,3,102,22,inconsistent,transparent,2301,671,3.361916619,11,,
5,鎚,phsh,behavioral_naming-5-1Stim-143.wav,3,103,23,consistent,transparent,51,564,1.707570176,3,,
5,蝸,plsl,behavioral_naming-5-1Stim-144.wav,3,104,24,inconsistent,opaque,12,808,1.079181246,11,,
5,舵,plsl,behavioral_naming-5-1Stim-145.wav,3,105,25,inconsistent,opaque,279,997,2.445604203,9,,
5,坑,plsh,behavioral_naming-5-1Stim-146.wav,3,106,26,inconsistent,transparent,2593,584,3.413802517,8,,
5,嘰,phsl,behavioral_naming-5-1Stim-147.wav,3,107,27,consistent,opaque,49,634,1.69019608,6,,
5,誤,plsl,behavioral_naming-5-1Stim-148.wav,3,108,28,inconsistent,opaque,4650,576,3.667452953,3,,
5,搜,plsh,behavioral_naming-5-1Stim-149.wav,3,109,29,inconsistent,transparent,1203,770,3.080265627,8,,
5,柄,phsh,behavioral_naming-5-1Stim-150.wav,3,110,30,consistent,transparent,390,595,2.591064607,3,,
5,咳,plsl,behavioral_naming-5-1Stim-151.wav,3,111,31,inconsistent,opaque,471,702,2.673020907,11,,
5,檔,phsl,behavioral_naming-5-1Stim-152.wav,3,112,32,consistent,opaque,5505,905,3.740757323,5,,
5,裱,phsh,behavioral_naming-5-1Stim-153.wav,3,113,33,consistent,transparent,55,1902,1.740362689,4,,
5,赴,plsh,behavioral_naming-5-1Stim-154.wav,3,114,34,inconsistent,transparent,124761,925,5.096078847,5,,
5,茗,phsl,behavioral_naming-5-1Stim-155.wav,3,115,35,consistent,opaque,20,1241,1.301029996,3,,
5,綻,plsh,behavioral_naming-5-1Stim-156.wav,3,116,36,inconsistent,transparent,102,878,2.008600172,5,,
5,馴,plsl,behavioral_naming-5-1Stim-158.wav,3,118,38,inconsistent,opaque,74,612,1.86923172,5,,
5,蟻,phsl,behavioral_naming-5-1Stim-159.wav,3,119,39,consistent,opaque,292,597,2.465382851,3,,
5,搓,phsh,behavioral_naming-5-1Stim-161.wav,4,121,1,consistent,transparent,765,880,2.883661435,6,,
5,醃,phsl,behavioral_naming-5-1Stim-162.wav,4,122,2,consistent,opaque,210,575,2.322219295,9,,
5,櫻,phsl,behavioral_naming-5-1Stim-163.wav,4,123,3,consistent,opaque,251,553,2.399673721,4,,
5,淚,plsh,behavioral_naming-5-1Stim-164.wav,4,124,4,inconsistent,transparent,2682,532,3.428458774,3,,
5,倍,plsl,behavioral_naming-5-1Stim-165.wav,4,125,5,inconsistent,opaque,99099,564,4.996069272,9,,
5,燭,plsh,behavioral_naming-5-1Stim-166.wav,4,126,6,inconsistent,transparent,152,709,2.181843588,6,,
5,鷹,phsh,behavioral_naming-5-1Stim-167.wav,4,127,7,consistent,transparent,2121,480,3.326540669,3,,
5,踢,plsh,behavioral_naming-5-1Stim-168.wav,4,128,8,inconsistent,transparent,8240,493,3.915927212,6,,
5,餓,phsh,behavioral_naming-5-1Stim-169.wav,4,129,9,consistent,transparent,1342,594,3.127752516,8,,
5,吵,plsh,behavioral_naming-5-1Stim-170.wav,4,130,10,inconsistent,transparent,1718,488,3.235023159,10,,
5,猛,phsl,behavioral_naming-5-1Stim-171.wav,4,131,11,consistent,opaque,14154,518,4.150879191,4,,
5,劇,phsl,behavioral_naming-5-1Stim-172.wav,4,132,12,consistent,opaque,10471,560,4.01998816,4,,
5,陷,plsl,behavioral_naming-5-1Stim-173.wav,4,133,13,inconsistent,opaque,3990,535,3.600972896,7,,
5,譏,phsl,behavioral_naming-5-1Stim-174.wav,4,134,14,consistent,opaque,229,541,2.359835482,6,,
5,仰,plsh,behavioral_naming-5-1Stim-175.wav,4,135,15,inconsistent,transparent,1809,579,3.257438567,4,,
5,賺,plsh,behavioral_naming-5-1Stim-176.wav,4,136,16,inconsistent,transparent,7415,498,3.870111155,9,,
5,襖,phsh,behavioral_naming-5-1Stim-177.wav,4,137,17,consistent,transparent,27,588,1.431363764,5,,
5,板,plsl,behavioral_naming-5-1Stim-178.wav,4,138,18,inconsistent,opaque,4495,592,3.652729696,10,,
5,逞,phsl,behavioral_naming-5-1Stim-179.wav,4,139,19,consistent,opaque,438,629,2.641474111,4,,
5,胖,plsh,behavioral_naming-5-1Stim-180.wav,4,140,20,inconsistent,transparent,2513,518,3.400192489,8,,
5,隸,plsl,behavioral_naming-5-1Stim-181.wav,4,141,21,inconsistent,opaque,243,1022,2.385606274,3,,
5,剁,phsh,behavioral_naming-5-1Stim-182.wav,4,142,22,consistent,transparent,81,833,1.908485019,3,,
5,純,plsl,behavioral_naming-5-1Stim-183.wav,4,143,23,inconsistent,opaque,9545,539,3.979775933,7,,
5,順,plsh,behavioral_naming-5-1Stim-185.wav,4,145,25,inconsistent,transparent,8144,543,3.910837765,5,,
5,揪,plsh,behavioral_naming-5-1Stim-186.wav,4,146,26,inconsistent,transparent,192,830,2.283301229,7,,
5,戀,plsh,behavioral_naming-5-1Stim-187.wav,4,147,27,inconsistent,transparent,1813,574,3.258397804,11,,
5,槌,phsl,behavioral_naming-5-1Stim-188.wav,4,148,28,consistent,opaque,788,707,2.896526217,3,,
5,嵐,plsl,behavioral_naming-5-1Stim-189.wav,4,149,29,inconsistent,opaque,837,555,2.922725458,5,,
5,烤,phsh,behavioral_naming-5-1Stim-190.wav,4,150,30,consistent,transparent,1961,538,3.292477594,3,,
5,韁,phsh,behavioral_naming-5-1Stim-191.wav,4,151,31,consistent,transparent,31,590,1.491361694,5,,
5,颳,plsh,behavioral_naming-5-1Stim-192.wav,4,152,32,inconsistent,transparent,335,612,2.525044807,6,,
5,埋,plsh,behavioral_naming-5-1Stim-193.wav,4,153,33,inconsistent,transparent,4182,633,3.621384028,10,,
5,趁,plsh,behavioral_naming-5-1Stim-194.wav,4,154,34,inconsistent,transparent,10347,534,4.014814449,7,,
5,揖,plsh,behavioral_naming-5-1Stim-195.wav,4,155,35,inconsistent,transparent,14,602,1.146128036,6,,
5,註,phsh,behavioral_naming-5-1Stim-196.wav,4,156,36,consistent,transparent,680,579,2.832508913,10,,
5,禪,plsh,behavioral_naming-5-1Stim-197.wav,4,157,37,inconsistent,transparent,835,626,2.921686475,9,,
5,裙,plsh,behavioral_naming-5-1Stim-198.wav,4,158,38,inconsistent,transparent,381,655,2.580924976,4,,
5,癱,phsl,behavioral_naming-5-1Stim-199.wav,4,159,39,consistent,opaque,204,560,2.309630167,3,,
5,豎,plsl,behavioral_naming-5-1Stim-200.wav,4,160,40,inconsistent,opaque,1091,604,3.037824751,7,,
6,絹,phsh,behavioral_naming-6-1Stim-41.wav,1,1,1,consistent,transparent,139,536,2.1430148,6,,
6,鋰,phsl,behavioral_naming-6-1Stim-42.wav,1,2,2,consistent,opaque,1369,481,3.136403448,10,,
6,灌,plsh,behavioral_naming-6-1Stim-43.wav,1,3,3,inconsistent,transparent,1540,493,3.187520721,8,,
6,詐,plsl,behavioral_naming-6-1Stim-44.wav,1,4,4,inconsistent,opaque,448,452,2.651278014,11,,
6,釋,plsl,behavioral_naming-6-1Stim-45.wav,1,5,5,inconsistent,opaque,1684,401,3.226342087,7,,
6,磷,phsl,behavioral_naming-6-1Stim-46.wav,1,6,6,consistent,opaque,1988,496,3.29841638,8,,
6,淘,phsl,behavioral_naming-6-1Stim-47.wav,1,7,7,consistent,opaque,200,502,2.301029996,5,,
6,矇,phsh,behavioral_naming-6-1Stim-48.wav,1,8,8,consistent,transparent,159,482,2.201397124,4,,
6,紐,phsl,behavioral_naming-6-1Stim-50.wav,1,10,10,consistent,opaque,1644,461,3.215901813,6,,
6,野,plsl,behavioral_naming-6-1Stim-51.wav,1,11,11,inconsistent,opaque,3134,442,3.496098992,9,,
6,偶,plsl,behavioral_naming-6-1Stim-52.wav,1,12,12,inconsistent,opaque,2552,464,3.40688067,9,,
6,醣,phsl,behavioral_naming-6-1Stim-53.wav,1,13,13,consistent,opaque,88,501,1.944482672,4,,
6,謝,phsl,behavioral_naming-6-1Stim-54.wav,1,14,14,consistent,opaque,8824,385,3.945665499,3,,
6,鬆,phsl,behavioral_naming-6-1Stim-55.wav,1,15,15,consistent,opaque,3625,375,3.559308011,4,,
6,拌,plsh,behavioral_naming-6-1Stim-56.wav,1,16,16,inconsistent,transparent,702,473,2.846337112,8,,
6,狐,plsh,behavioral_naming-6-1Stim-57.wav,1,17,17,inconsistent,transparent,578,553,2.761927838,5,,
6,館,phsl,behavioral_naming-6-1Stim-58.wav,1,18,18,consistent,opaque,7111,491,3.851930679,8,,
6,遺,plsl,behavioral_naming-6-1Stim-59.wav,1,19,19,inconsistent,opaque,1736,443,3.239549721,5,,
6,顱,phsl,behavioral_naming-6-1Stim-60.wav,1,20,20,consistent,opaque,760,510,2.880813592,9,,
6,楠,phsl,behavioral_naming-6-1Stim-61.wav,1,21,21,consistent,opaque,634,480,2.802089258,3,,
6,倫,phsl,behavioral_naming-6-1Stim-62.wav,1,22,22,consistent,opaque,2581,425,3.411788005,8,,
6,遛,phsl,behavioral_naming-6-1Stim-63.wav,1,23,23,consistent,opaque,63,458,1.799340549,5,,
6,廟,plsh,behavioral_naming-6-1Stim-64.wav,1,24,24,inconsistent,transparent,3207,455,3.50609896,3,,
6,餅,plsl,behavioral_naming-6-1Stim-65.wav,1,25,25,inconsistent,opaque,3239,485,3.510410948,9,,
6,餵,phsh,behavioral_naming-6-1Stim-66.wav,1,26,26,consistent,transparent,1908,479,3.28057837,5,,
6,詩,plsh,behavioral_naming-6-1Stim-67.wav,1,27,27,inconsistent,transparent,6937,353,3.841171694,10,,
6,腋,phsh,behavioral_naming-6-1Stim-68.wav,1,28,28,consistent,transparent,405,467,2.607455023,3,,
6,凜,phsh,behavioral_naming-6-1Stim-69.wav,1,29,29,consistent,transparent,41,502,1.612783857,3,,
6,跨,phsl,behavioral_naming-6-1Stim-70.wav,1,30,30,consistent,opaque,21329,541,4.328970494,5,,
6,批,phsl,behavioral_naming-6-1Stim-71.wav,1,31,31,consistent,opaque,239027,479,5.378446961,10,,
6,舐,plsl,behavioral_naming-6-1Stim-72.wav,1,32,32,inconsistent,opaque,11,514,1.041392685,5,,
6,缺,plsh,behavioral_naming-6-1Stim-73.wav,1,33,33,inconsistent,transparent,22209,432,4.346529004,6,,
6,搏,plsl,behavioral_naming-6-1Stim-74.wav,1,34,34,inconsistent,opaque,1880,691,3.274157849,6,,
6,敏,plsh,behavioral_naming-6-1Stim-75.wav,1,35,35,inconsistent,transparent,1610,447,3.206825876,10,,
6,喧,phsh,behavioral_naming-6-1Stim-76.wav,1,36,36,consistent,transparent,43,384,1.633468456,5,,
6,寒,plsh,behavioral_naming-6-1Stim-77.wav,1,37,37,inconsistent,transparent,2037,421,3.308991029,6,,
6,謂,phsh,behavioral_naming-6-1Stim-78.wav,1,38,38,consistent,transparent,967,447,2.985426474,4,,
6,輻,phsh,behavioral_naming-6-1Stim-79.wav,1,39,39,consistent,transparent,79,508,1.897627091,9,,
6,憶,phsl,behavioral_naming-6-1Stim-80.wav,1,40,40,consistent,opaque,850,459,2.929418926,5,,
6,鷹,phsh,behavioral_naming-6-1Stim-81.wav,2,41,1,consistent,transparent,2121,505,3.326540669,3,,
6,搓,phsh,behavioral_naming-6-1Stim-82.wav,2,42,2,consistent,transparent,765,534,2.883661435,6,,
6,燭,plsh,behavioral_naming-6-1Stim-83.wav,2,43,3,inconsistent,transparent,152,444,2.181843588,6,,
6,烤,phsh,behavioral_naming-6-1Stim-84.wav,2,44,4,consistent,transparent,1961,435,3.292477594,3,,
6,剁,phsh,behavioral_naming-6-1Stim-85.wav,2,45,5,consistent,transparent,81,473,1.908485019,3,,
6,趁,plsh,behavioral_naming-6-1Stim-86.wav,2,46,6,inconsistent,transparent,10347,413,4.014814449,7,,
6,倍,plsl,behavioral_naming-6-1Stim-87.wav,2,47,7,inconsistent,opaque,99099,476,4.996069272,9,,
6,順,plsh,behavioral_naming-6-1Stim-88.wav,2,48,8,inconsistent,transparent,8144,375,3.910837765,5,,
6,吵,plsh,behavioral_naming-6-1Stim-89.wav,2,49,9,inconsistent,transparent,1718,388,3.235023159,10,,
6,韁,phsh,behavioral_naming-6-1Stim-90.wav,2,50,10,consistent,transparent,31,453,1.491361694,5,,
6,嵐,plsl,behavioral_naming-6-1Stim-91.wav,2,51,11,inconsistent,opaque,837,464,2.922725458,5,,
6,櫻,phsl,behavioral_naming-6-1Stim-92.wav,2,52,12,consistent,opaque,251,394,2.399673721,4,,
6,裙,plsh,behavioral_naming-6-1Stim-94.wav,2,54,14,inconsistent,transparent,381,477,2.580924976,4,,
6,埋,plsh,behavioral_naming-6-1Stim-95.wav,2,55,15,inconsistent,transparent,4182,482,3.621384028,10,,
6,胖,plsh,behavioral_naming-6-1Stim-96.wav,2,56,16,inconsistent,transparent,2513,446,3.400192489,8,,
6,癱,phsl,behavioral_naming-6-1Stim-97.wav,2,57,17,consistent,opaque,204,479,2.309630167,3,,
6,槌,phsl,behavioral_naming-6-1Stim-98.wav,2,58,18,consistent,opaque,788,440,2.896526217,3,,
6,揖,plsh,behavioral_naming-6-1Stim-99.wav,2,59,19,inconsistent,transparent,14,578,1.146128036,6,,
6,譏,phsl,behavioral_naming-6-1Stim-100.wav,2,60,20,consistent,opaque,229,501,2.359835482,6,,
6,純,plsl,behavioral_naming-6-1Stim-101.wav,2,61,21,inconsistent,opaque,9545,457,3.979775933,7,,
6,劇,phsl,behavioral_naming-6-1Stim-102.wav,2,62,22,consistent,opaque,10471,450,4.01998816,4,,
6,揪,plsh,behavioral_naming-6-1Stim-103.wav,2,63,23,inconsistent,transparent,192,511,2.283301229,7,,
6,賺,plsh,behavioral_naming-6-1Stim-104.wav,2,64,24,inconsistent,transparent,7415,452,3.870111155,9,,
6,註,phsh,behavioral_naming-6-1Stim-105.wav,2,65,25,consistent,transparent,680,466,2.832508913,10,,
6,戀,plsh,behavioral_naming-6-1Stim-106.wav,2,66,26,inconsistent,transparent,1813,402,3.258397804,11,,
6,颳,plsh,behavioral_naming-6-1Stim-107.wav,2,67,27,inconsistent,transparent,335,509,2.525044807,6,,
6,襖,phsh,behavioral_naming-6-1Stim-108.wav,2,68,28,consistent,transparent,27,526,1.431363764,5,,
6,禪,plsh,behavioral_naming-6-1Stim-109.wav,2,69,29,inconsistent,transparent,835,504,2.921686475,9,,
6,逞,phsl,behavioral_naming-6-1Stim-110.wav,2,70,30,consistent,opaque,438,551,2.641474111,4,,
6,隸,plsl,behavioral_naming-6-1Stim-111.wav,2,71,31,inconsistent,opaque,243,701,2.385606274,3,,
6,踢,plsh,behavioral_naming-6-1Stim-112.wav,2,72,32,inconsistent,transparent,8240,424,3.915927212,6,,
6,猛,phsl,behavioral_naming-6-1Stim-113.wav,2,73,33,consistent,opaque,14154,492,4.150879191,4,,
6,板,plsl,behavioral_naming-6-1Stim-114.wav,2,74,34,inconsistent,opaque,4495,498,3.652729696,10,,
6,豎,plsl,behavioral_naming-6-1Stim-115.wav,2,75,35,inconsistent,opaque,1091,417,3.037824751,7,,
6,餓,phsh,behavioral_naming-6-1Stim-116.wav,2,76,36,consistent,transparent,1342,542,3.127752516,8,,
6,醃,phsl,behavioral_naming-6-1Stim-117.wav,2,77,37,consistent,opaque,210,538,2.322219295,9,,
6,淚,plsh,behavioral_naming-6-1Stim-118.wav,2,78,38,inconsistent,transparent,2682,455,3.428458774,3,,
6,陷,plsl,behavioral_naming-6-1Stim-119.wav,2,79,39,inconsistent,opaque,3990,424,3.600972896,7,,
6,仰,plsh,behavioral_naming-6-1Stim-120.wav,2,80,40,inconsistent,transparent,1809,464,3.257438567,4,,
6,錦,plsl,behavioral_naming-6-1Stim-121.wav,3,81,1,inconsistent,opaque,1059,490,3.02489596,4,,
6,腐,phsl,behavioral_naming-6-1Stim-122.wav,3,82,2,consistent,opaque,168,358,2.225309282,3,,
6,煎,phsh,behavioral_naming-6-1Stim-123.wav,3,83,3,consistent,transparent,308,477,2.488550717,4,,
6,桿,plsl,behavioral_naming-6-1Stim-124.wav,3,84,4,inconsistent,opaque,50450,507,4.702861171,6,,
6,覓,plsh,behavioral_naming-6-1Stim-125.wav,3,85,5,inconsistent,transparent,2267,524,3.35545152,9,,
6,誓,plsl,behavioral_naming-6-1Stim-126.wav,3,86,6,inconsistent,opaque,1049,403,3.020775488,6,,
6,尊,plsh,behavioral_naming-6-1Stim-127.wav,3,87,7,inconsistent,transparent,5764,436,3.760723972,5,,
6,灘,phsh,behavioral_naming-6-1Stim-128.wav,3,88,8,consistent,transparent,2952,504,3.470116353,3,,
6,掠,plsl,behavioral_naming-6-1Stim-129.wav,3,89,9,inconsistent,opaque,302,550,2.480006943,6,,
6,淨,plsl,behavioral_naming-6-1Stim-130.wav,3,90,10,inconsistent,opaque,9021,489,3.955254683,10,,
6,捷,phsl,behavioral_naming-6-1Stim-131.wav,3,91,11,consistent,opaque,5030,509,3.701567985,3,,
6,淹,phsh,behavioral_naming-6-1Stim-132.wav,3,92,12,consistent,transparent,3045,429,3.483587297,9,,
6,映,plsl,behavioral_naming-6-1Stim-133.wav,3,93,13,inconsistent,opaque,845,436,2.926856709,8,,
6,爺,phsh,behavioral_naming-6-1Stim-134.wav,3,94,14,consistent,transparent,97,463,1.986771734,3,,
6,拒,phsl,behavioral_naming-6-1Stim-135.wav,3,95,15,consistent,opaque,11072,455,4.044226077,8,,
6,辭,plsh,behavioral_naming-6-1Stim-136.wav,3,96,16,inconsistent,transparent,4095,408,3.612253906,5,,
6,痣,phsh,behavioral_naming-6-1Stim-137.wav,3,97,17,consistent,transparent,184,488,2.264817823,3,,
6,殘,plsh,behavioral_naming-6-1Stim-138.wav,3,98,18,inconsistent,transparent,1398,563,3.145507171,10,,
6,噹,phsh,behavioral_naming-6-1Stim-139.wav,3,99,19,consistent,transparent,144,560,2.158362492,5,,
6,梗,plsl,behavioral_naming-6-1Stim-140.wav,3,100,20,inconsistent,opaque,103,498,2.012837225,6,,
6,嫁,phsh,behavioral_naming-6-1Stim-141.wav,3,101,21,consistent,transparent,1726,482,3.237040791,3,,
6,腦,phsh,behavioral_naming-6-1Stim-142.wav,3,102,22,consistent,transparent,7703,427,3.886659898,3,,
6,慢,phsh,behavioral_naming-6-1Stim-143.wav,3,103,23,consistent,transparent,13189,460,4.120211868,8,,
6,熬,phsh,behavioral_naming-6-1Stim-144.wav,3,104,24,consistent,transparent,614,510,2.788168371,10,,
6,攤,phsh,behavioral_naming-6-1Stim-145.wav,3,105,25,consistent,transparent,3478,541,3.541329578,3,,
6,棺,phsl,behavioral_naming-6-1Stim-146.wav,3,106,26,consistent,opaque,674,521,2.828659897,8,,
6,潭,phsh,behavioral_naming-6-1Stim-147.wav,3,107,27,consistent,transparent,532,529,2.725911632,4,,
6,誌,phsl,behavioral_naming-6-1Stim-148.wav,3,108,28,consistent,opaque,404,440,2.606381365,3,,
6,鐳,phsl,behavioral_naming-6-1Stim-149.wav,3,109,29,consistent,opaque,147,497,2.167317335,3,,
6,湖,phsh,behavioral_naming-6-1Stim-150.wav,3,110,30,consistent,transparent,7481,488,3.873959655,8,,
6,酷,plsh,behavioral_naming-6-1Stim-151.wav,3,111,31,inconsistent,transparent,2400,399,3.380211242,9,,
6,摺,phsl,behavioral_naming-6-1Stim-152.wav,3,112,32,consistent,opaque,143,492,2.155336037,3,,
6,醒,phsh,behavioral_naming-6-1Stim-153.wav,3,113,33,consistent,transparent,1483,375,3.171141151,4,,
6,殲,plsh,behavioral_naming-6-1Stim-154.wav,3,114,34,inconsistent,transparent,249,621,2.396199347,5,,
6,晏,plsh,behavioral_naming-6-1Stim-155.wav,3,115,35,inconsistent,transparent,531,455,2.725094521,8,,
6,饌,plsl,behavioral_naming-6-1Stim-156.wav,3,116,36,inconsistent,opaque,20,482,1.301029996,3,,
6,幅,phsh,behavioral_naming-6-1Stim-157.wav,3,117,37,consistent,transparent,25457,359,4.405807223,9,,
6,符,phsl,behavioral_naming-6-1Stim-158.wav,3,118,38,consistent,opaque,3583,422,3.554246808,4,,
6,溜,phsh,behavioral_naming-6-1Stim-159.wav,3,119,39,consistent,transparent,776,454,2.889861721,5,,
6,顫,plsh,behavioral_naming-6-1Stim-160.wav,3,120,40,inconsistent,transparent,118,485,2.071882007,7,,
6,柄,phsh,behavioral_naming-6-1Stim-161.wav,4,121,1,consistent,transparent,390,559,2.591064607,3,,
6,嘰,phsl,behavioral_naming-6-1Stim-162.wav,4,122,2,consistent,opaque,49,430,1.69019608,6,,
6,搖,phsh,behavioral_naming-6-1Stim-163.wav,4,123,3,consistent,transparent,1431,394,3.155639634,5,,
6,鉅,phsl,behavioral_naming-6-1Stim-164.wav,4,124,4,consistent,opaque,2346,404,3.370328008,8,,
6,喚,phsh,behavioral_naming-6-1Stim-166.wav,4,126,6,consistent,transparent,438,461,2.641474111,5,,
6,咳,plsl,behavioral_naming-6-1Stim-167.wav,4,127,7,inconsistent,opaque,471,528,2.673020907,11,,
6,編,plsl,behavioral_naming-6-1Stim-169.wav,4,129,9,inconsistent,opaque,6831,481,3.834484285,9,,
6,鎚,phsh,behavioral_naming-6-1Stim-171.wav,4,131,11,consistent,transparent,51,425,1.707570176,3,,
6,蝸,plsl,behavioral_naming-6-1Stim-172.wav,4,132,12,inconsistent,opaque,12,584,1.079181246,11,,
6,弒,phsl,behavioral_naming-6-1Stim-173.wav,4,133,13,consistent,opaque,18,366,1.255272505,3,,
6,獐,phsl,behavioral_naming-6-1Stim-174.wav,4,134,14,consistent,opaque,83,542,1.919078092,10,,
6,裱,phsh,behavioral_naming-6-1Stim-175.wav,4,135,15,consistent,transparent,55,551,1.740362689,4,,
6,錳,phsh,behavioral_naming-6-1Stim-176.wav,4,136,16,consistent,transparent,718,468,2.856124444,4,,
6,概,plsl,behavioral_naming-6-1Stim-177.wav,4,137,17,inconsistent,opaque,1022,510,3.009450896,4,,
6,搜,plsh,behavioral_naming-6-1Stim-178.wav,4,138,18,inconsistent,transparent,1203,403,3.080265627,8,,
6,鯨,plsl,behavioral_naming-6-1Stim-179.wav,4,139,19,inconsistent,opaque,837,451,2.922725458,6,,
6,拂,plsl,behavioral_naming-6-1Stim-180.wav,4,140,20,inconsistent,opaque,86,449,1.934498451,7,,
6,茗,phsl,behavioral_naming-6-1Stim-181.wav,4,141,21,consistent,opaque,20,461,1.301029996,3,,
6,稜,plsl,behavioral_naming-6-1Stim-182.wav,4,142,22,inconsistent,opaque,290,488,2.462397998,5,,
6,綻,plsh,behavioral_naming-6-1Stim-183.wav,4,143,23,inconsistent,transparent,102,610,2.008600172,5,,
6,孕,plsl,behavioral_naming-6-1Stim-184.wav,4,144,24,inconsistent,opaque,465,437,2.667452953,4,,
6,赴,plsh,behavioral_naming-6-1Stim-185.wav,4,145,25,inconsistent,transparent,124761,477,5.096078847,5,,
6,抵,phsh,behavioral_naming-6-1Stim-186.wav,4,146,26,consistent,transparent,38803,483,4.588865304,11,,
6,蕾,phsl,behavioral_naming-6-1Stim-187.wav,4,147,27,consistent,opaque,315,454,2.498310554,3,,
6,撲,phsh,behavioral_naming-6-1Stim-188.wav,4,148,28,consistent,transparent,3915,471,3.592731766,6,,
6,氧,plsh,behavioral_naming-6-1Stim-189.wav,4,149,29,inconsistent,transparent,2301,502,3.361916619,11,,
6,馴,plsl,behavioral_naming-6-1Stim-190.wav,4,150,30,inconsistent,opaque,74,474,1.86923172,5,,
6,損,plsl,behavioral_naming-6-1Stim-191.wav,4,151,31,inconsistent,opaque,1486,418,3.172018809,6,,
6,衝,plsh,behavioral_naming-6-1Stim-192.wav,4,152,32,inconsistent,transparent,3949,406,3.596487134,7,,
6,蟻,phsl,behavioral_naming-6-1Stim-193.wav,4,153,33,consistent,opaque,292,451,2.465382851,3,,
6,坑,plsh,behavioral_naming-6-1Stim-194.wav,4,154,34,inconsistent,transparent,2593,429,3.413802517,8,,
6,誤,plsl,behavioral_naming-6-1Stim-195.wav,4,155,35,inconsistent,opaque,4650,465,3.667452953,3,,
6,脫,plsl,behavioral_naming-6-1Stim-196.wav,4,156,36,inconsistent,opaque,3579,526,3.553761698,7,,
6,糕,plsh,behavioral_naming-6-1Stim-198.wav,4,158,38,inconsistent,transparent,373,479,2.571708832,3,,
6,鶴,plsh,behavioral_naming-6-1Stim-199.wav,4,159,39,inconsistent,transparent,650,465,2.812913357,3,,
6,棍,plsl,behavioral_naming-6-1Stim-200.wav,4,160,40,inconsistent,opaque,628,478,2.797959644,7,,
7,搓,phsh,behavioral_naming-7-1Stim-41.wav,1,1,1,consistent,transparent,765,582,2.883661435,6,,
7,嵐,plsl,behavioral_naming-7-1Stim-42.wav,1,2,2,inconsistent,opaque,837,916,2.922725458,5,,
7,譏,phsl,behavioral_naming-7-1Stim-43.wav,1,3,3,consistent,opaque,229,624,2.359835482,6,,
7,倍,plsl,behavioral_naming-7-1Stim-44.wav,1,4,4,inconsistent,opaque,99099,578,4.996069272,9,,
7,醃,phsl,behavioral_naming-7-1Stim-45.wav,1,5,5,consistent,opaque,210,904,2.322219295,9,,
7,板,plsl,behavioral_naming-7-1Stim-46.wav,1,6,6,inconsistent,opaque,4495,608,3.652729696,10,,
7,胖,plsh,behavioral_naming-7-1Stim-47.wav,1,7,7,inconsistent,transparent,2513,513,3.400192489,8,,
