character	SemRadical_Id_Cld	sem_trans	semN
的	53	0.124523808	7
是	31	0.082936034	44
在	10	0.070640661	67
了	150	0.124281826	3
有	32	0.104149626	9
個	124	0.103379738	134
我	25	0.088335775	12
不	145	0.142861069	12
這	126	0.091256417	70
就	16	0.041388236	2
他	124	0.096413611	134
也	149	0.094773695	7
人	124	0.087230085	134
都	129	0.081246413	46
與	189	0.082265332	6
說	80	0.10688699	80
而	65	0.013775046	3
中	146	0.03299773	2
為	39	0.067642819	64
要	195	0.083348994	4
對	15	0.084777426	11
你	124	0.098562095	134
和	9	0.081330741	224
之	148	0.094921742	8
以	124	0.091736574	134
會	168	0.168511562	9
來	124	0.096931313	134
及	7	0.095314948	9
很	24	0.079116158	21
將	15	0.099401316	11
那	129	0.067612235	46
種	59	0.061936328	32
大	161	0.068197383	18
著	191	0.054062909	88
能	122	0.066057655	75
到	131	0.067286315	45
她	13	0.094412905	59
年	21	0.063055781	5
並	145	0.138560914	12
但	124	0.084325338	134
還	126	0.078320237	70
時	31	0.074475022	44
所	26	0.076749975	6
好	13	0.071296073	59
最	168	0.163969699	9
等	185	0.0571241	54
又	7	0.081072878	9
各	9	0.066435814	224
地	10	0.057171151	67
去	160	0.004520501	2
可	9	0.064027829	224
或	25	0.084548768	12
後	24	0.077181854	21
得	24	0.097335998	21
看	55	0.095593773	41
做	124	0.098996337	134
把	127	0.06928758	221
從	24	0.110115078	21
每	169	0.032357874	5
於	123	0.05496523	8
由	51	0.055393027	21
被	140	0.050207472	33
多	12	0.111030277	6
才	127	0.057458113	221
更	168	0.144265923	9
下	145	0.090504296	12
已	165	0.048203148	4
次	34	0.090075411	13
者	187	0.074676086	4
裡	140	0.075989717	33
只	9	0.071123676	224
其	155	0.093329489	11
此	35	0.056824094	10
則	131	0.069991625	45
讓	80	0.093830589	80
再	156	0.037574898	4
卻	134	0.103756341	9
位	124	0.0717259	134
想	133	0.091634442	109
天	161	0.092171489	18
過	126	0.082242839	70
呢	9	0.112123635	224
前	131	0.064675198	45
用	180	0.066117226	4
小	163	0.175053925	4
它	162	0.066837477	42
內	154	0.214133219	4
新	29	0.069697068	7
家	162	0.055778425	42
使	124	0.086301242	134
全	154	0.207732439	4
該	80	0.06302173	80
像	124	0.077517378	134
一	145	0.103084718	12
本	33	0.058127476	136
如	13	0.062241037	59
跟	135	0.074904272	43
啊	9	0.124413289	224
事	150	0.146089553	3
向	9	0.058566845	224
當	51	0.063111668	21
給	128	0.062168432	91
因	9	0.059417344	224
應	133	0.061768927	109
至	70	0.097057241	4
項	103	0.099802259	32
高	224	0.066722335	3
外	12	0.109639333	6
比	170	1	1
沒	125	0.058040983	171
元	153	0.039295658	14
較	88	0.043990997	27
仍	124	0.062791072	134
太	161	0.091483964	18
名	9	0.050892943	224
便	124	0.070625696	134
正	35	0.069379363	10
吃	9	0.095746018	224
無	39	0.051858498	64
未	33	0.052501962	136
心	133	0.060570862	109
曾	168	0.095919342	9
嗎	9	0.110117099	224
們	124	0.058937669	134
先	153	0.056388361	14
些	151	0.076489691	7
間	196	0.054765749	23
另	9	0.059678428	224
即	134	0.080361981	9
歲	35	0.062787758	10
起	86	0.092253673	10
月	32	0.089091159	9
若	191	0.06160016	88
國	9	0.055466908	224
請	80	0.07476048	80
點	117	0.035676398	7
亦	152	0.07327746	8
真	55	0.063654086	41
走	86	0.120015784	10
問	9	0.098051605	224
講	80	0.105346296	80
常	20	0.063003592	21
分	131	0.053341987	45
受	7	0.092529956	9
見	78	0.087892695	9
愛	133	0.084570045	109
整	144	0.061884835	26
話	80	0.076261532	80
作	124	0.071368815	134
歷	35	0.075767757	10
聽	67	0.103095284	16
吧	9	0.105304318	224
且	145	0.123722678	12
場	10	0.065861632	67
呀	9	0.121203003	224
令	124	0.06266205	134
錢	96	0.065776269	79
加	3	0.038766008	20
叫	9	0.106490035	224
找	127	0.096624644	221
您	133	0.057458306	109
條	33	0.064226058	136
帶	20	0.074199145	21
半	5	0.070281222	11
處	192	0.057470571	6
件	124	0.071943066	134
非	198	0.129671055	3
言	80	0.070990978	80
誰	80	0.066434163	80
書	168	0.08819206	9
自	188	0.046757978	2
快	133	0.078566832	109
約	128	0.051128016	91
長	95	1	1
知	57	0.063690809	6
成	25	0.040768219	12
連	126	0.072113472	70
手	127	0.066090514	221
道	126	0.061188527	70
均	10	0.063248841	67
打	127	0.100348643	221
水	125	0.068345144	171
校	33	0.059674439	136
同	9	0.066050925	224
難	97	0.053597039	18
身	87	0.102539403	5
學	14	0.068455651	12
寫	162	0.069212143	42
買	84	0.104245593	45
經	128	0.052961132	91
依	124	0.072189288	134
啦	9	0.117282133	224
妳	13	0.094773395	59
出	220	0.051076808	5
嗯	9	0.10762078	224
路	135	0.056295157	43
日	31	0.065340775	44
頭	103	0.064370789	32
美	63	0.072035797	9
句	9	0.065203006	224
面	199	1	1
邊	126	0.053190325	70
段	45	0.050176357	8
極	33	0.055685825	136
老	187	0.078535568	4
隻	97	0.108564557	18
課	80	0.075077688	80
片	41	0.10443776	3
類	103	0.096716389	32
住	124	0.059429797	134
具	155	0.063788179	11
需	197	0.041560136	18
往	24	0.070209133	21
開	196	0.077666712	23
口	9	0.064360717	224
雖	97	0.055628521	18
台	9	0.054254249	224
花	191	0.056205205	88
坐	10	0.063560914	67
張	23	0.036313829	16
某	33	0.066213777	136
字	14	0.063181838	12
哪	9	0.102825027	224
山	18	0.093316655	17
塊	10	0.069400379	67
回	9	0.075617167	224
拿	127	0.120229027	221
放	144	0.077822177	26
套	161	0.071152826	18
車	88	0.082151111	27
近	126	0.080120191	70
少	163	0.156925082	4
海	125	0.066269853	171
早	31	0.072085033	44
死	36	0.063659564	10
久	148	0.091200866	8
座	132	0.071518249	24
皆	53	0.069764845	7
喝	9	0.078777392	224
站	60	0.096704521	8
僅	124	0.057776266	134
嘛	9	0.115817526	224
喔	9	0.110599626	224
行	194	0.045351624	6
談	80	0.102743408	80
夠	12	0.111276626	6
院	129	0.070945289	46
生	179	0.176638337	2
班	43	0.061687482	18
怕	133	0.079853696	109
敢	144	0.0622988	26
共	155	0.076643884	11
越	86	0.076845583	10
靠	198	0.138895624	3
別	131	0.060964051	45
據	127	0.051209084	221
遠	126	0.064693933	70
馬	108	0.058198276	25
除	129	0.058302496	46
玩	43	0.050336825	18
首	201	1	1
代	124	0.057657684	134
份	124	0.064332738	134
底	132	0.075175782	24
滿	125	0.054648833	171
畫	51	0.058491485	21
省	55	0.045486981	41
低	124	0.060745259	134
級	128	0.064375689	91
法	125	0.051162948	171
教	144	0.096298993	26
性	133	0.055717884	109
供	124	0.066218019	134
須	103	0.064189432	32
指	127	0.072068149	221
變	80	0.063724071	80
總	128	0.049783095	91
部	129	0.05567003	46
眼	55	0.061721471	41
女	13	0.06581804	59
聲	67	0.083476046	16
愈	133	0.058338016	109
門	196	0.045221563	23
笑	185	0.055937222	54
組	128	0.060977146	91
故	144	0.045267285	26
臉	122	0.083647105	75
剛	131	0.057481568	45
達	126	0.069186166	70
原	8	0.048596196	7
牠	138	0.064132876	13
度	132	0.046327579	24
稱	59	0.041772447	32
型	10	0.045804349	67
文	167	0.04078503	3
送	126	0.066380573	70
層	17	0.052616977	23
頗	103	0.048188739	32
旁	123	0.04623773	8
願	103	0.053930542	32
深	125	0.056157959	171
強	23	0.071119678	16
聯	67	0.044959198	16
穿	184	0.066906412	17
樹	33	0.059779721	136
期	32	0.092316383	9
哦	9	0.108432687	224
般	72	0.04358439	10
幫	20	0.058975602	21
茶	191	0.056903057	88
群	63	0.04161782	9
算	185	0.057617355	54
活	125	0.063092591	171
室	162	0.053713125	42
樣	33	0.051252111	136
白	53	0.066314968	7
尚	163	0.071192507	4
光	153	0.049929769	14
反	7	0.054040416	9
重	93	0.043987649	4
氣	172	0.062287136	7
讀	80	0.081486372	80
股	122	0.052554378	75
竟	60	0.065011153	8
初	140	0.047570461	33
步	35	0.065831803	10
既	44	1	1
進	126	0.071743003	70
述	126	0.05151781	70
倒	124	0.065698582	134
屆	17	0.061909123	23
詞	80	0.056277698	80
係	124	0.062711935	134
換	127	0.071770035	221
求	125	0.050312219	171
考	187	0.081601432	4
何	124	0.059334597	134
市	20	0.049815945	21
方	123	0.080277602	8
案	33	0.056683149	136
賣	84	0.096277585	45
信	124	0.052946707	134
按	127	0.064231057	221
批	127	0.045937358	221
佔	124	0.060061253	134
例	124	0.054950125	134
支	166	1	1
篇	185	0.058205368	54
舊	189	0.052167128	6
線	128	0.0576071	91
欲	34	0.050636711	13
提	127	0.087771986	221
待	24	0.06959997	21
差	19	0.058718416	6
替	168	0.11898151	9
屬	17	0.054354587	23
筆	185	0.057633715	54
選	126	0.068215826	70
黨	117	0.018683138	7
圖	9	0.051662011	224
番	51	0.054009711	21
辦	89	0.052098064	8
動	3	0.049023037	20
遭	126	0.054594424	70
紅	128	0.05967257	91
定	162	0.065926528	42
任	124	0.049181227	134
必	133	0.061130198	109
腳	122	0.06520916	75
報	10	0.055485714	67
根	33	0.063930425	136
管	185	0.066712995	54
男	51	0.057919509	21
懂	133	0.08385047	109
藉	191	0.055562367	88
採	127	0.058551449	221
詩	80	0.05883687	80
船	72	0.137829005	10
跑	135	0.087097584	43
週	126	0.059453776	70
酒	91	0.074114658	20
忙	133	0.075263062	109
倍	124	0.049442604	134
錯	96	0.05700227	79
牆	46	0.080626272	2
媽	13	0.081758391	59
設	80	0.061702668	80
病	141	0.094445244	31
乃	148	0.090151317	8
局	17	0.067124535	23
搞	127	0.075783308	221
念	133	0.067371157	109
顆	103	0.064210703	32
欸	34	0.077624176	13
唱	9	0.072582761	224
隊	129	0.071676939	46
風	104	0.082468241	6
相	55	0.056907079	41
赴	86	0.079870061	10
黑	117	0.022395834	7
獲	139	0.055924972	26
號	192	0.023818664	6
派	125	0.055481307	171
殺	45	0.075243828	8
北	4	0.070215154	3
魚	111	0.075104059	13
區	159	0.02859463	9
視	78	0.072164623	9
建	142	0.147699369	2
菜	191	0.056998547	88
樓	33	0.053298089	136
隨	129	0.039646848	46
實	162	0.055690138	42
夢	12	0.054825495	6
發	181	0.132242923	2
甚	71	0.085012427	3
歌	34	0.079356879	13
熱	39	0.070014883	64
苦	191	0.053994255	88
收	144	0.091345746	26
接	127	0.086788741	221
壞	10	0.052964867	67
睡	55	0.083326819	41
西	195	0.044969374	4
短	57	0.057360796	6
鳥	112	0.092270743	22
狗	139	0.069329723	26
答	185	0.070666177	54
留	51	0.042872714	21
波	125	0.051066753	171
跳	135	0.094025963	43
縣	128	0.05494408	91
神	136	0.071772375	21
朝	32	0.095789037	9
飛	200	1	1
入	154	0.100159786	4
拍	127	0.075900588	221
直	55	0.048622631	41
舉	189	0.054515884	6
系	128	0.062485984	91
量	93	0.050308612	4
島	18	0.058760158	17
離	97	0.044526531	18
似	124	0.055027184	134
取	7	0.031870993	9
盡	182	0.048173137	15
空	184	0.071750667	17
堆	10	0.071170504	67
照	39	0.045016819	64
易	31	0.051971129	44
城	10	0.080116719	67
東	33	0.041616334	136
表	140	0.047198566	33
改	144	0.085112776	26
橋	33	0.059411345	136
輕	88	0.063660651	27
街	194	0.040670419	6
哈	9	0.093025525	224
忘	133	0.058671052	109
望	32	0.068152604	9
廠	132	0.051816129	24
拉	127	0.109314279	221
哭	9	0.093391868	224
科	59	0.041921932	32
幅	20	0.06564483	21
背	122	0.054289905	75
蓋	191	0.054680936	88
陣	129	0.04665056	46
修	124	0.062279564	134
關	196	0.075454752	23
